timestamp,voc1,no2,eth,co,tag
154736,3.94,2.84,4.04,3.94,garlic
154986,3.94,2.84,4.04,3.94,garlic
155236,3.93,2.84,4.04,3.95,garlic
155486,3.94,2.84,4.04,3.94,garlic
155736,3.94,2.84,4.04,3.95,garlic
155986,3.94,2.84,4.04,3.94,garlic
156236,3.94,2.84,4.04,3.94,garlic
156486,3.94,2.84,4.04,3.95,garlic
156736,3.94,2.84,4.05,3.94,garlic
156986,3.94,2.84,4.04,3.94,garlic
157236,3.94,2.84,4.04,3.94,garlic
157486,3.94,2.84,4.05,3.95,garlic
157736,3.94,2.84,4.04,3.94,garlic
157986,3.94,2.84,4.05,3.94,garlic
158236,3.94,2.84,4.04,3.94,garlic
158486,3.94,2.84,4.05,3.94,garlic
158736,3.94,2.84,4.04,3.94,garlic
158986,3.95,2.84,4.04,3.95,garlic
159236,3.95,2.84,4.05,3.95,garlic
159486,3.95,2.84,4.05,3.95,garlic
159736,3.95,2.84,4.04,3.95,garlic
159986,3.95,2.84,4.04,3.94,garlic
160236,3.95,2.84,4.05,3.95,garlic
160486,3.95,2.84,4.04,3.95,garlic
160736,3.95,2.84,4.05,3.95,garlic
160986,3.95,2.85,4.04,3.94,garlic
161236,3.95,2.84,4.05,3.95,garlic
161486,3.95,2.84,4.05,3.95,garlic
161736,3.95,2.84,4.04,3.94,garlic
161986,3.95,2.84,4.05,3.94,garlic
162236,3.95,2.84,4.05,3.94,garlic
162486,3.95,2.84,4.05,3.95,garlic
162736,3.95,2.84,4.05,3.94,garlic
162986,3.95,2.84,4.04,3.95,garlic
163236,3.95,2.84,4.05,3.95,garlic
163486,3.95,2.84,4.05,3.95,garlic
163736,3.95,2.84,4.05,3.95,garlic
163986,3.95,2.84,4.05,3.95,garlic
164236,3.95,2.84,4.05,3.95,garlic
164486,3.95,2.85,4.05,3.95,garlic
164736,3.95,2.85,4.05,3.95,garlic
164986,3.95,2.85,4.06,3.95,garlic
165236,3.95,2.85,4.05,3.94,garlic
165486,3.96,2.85,4.05,3.95,garlic
165736,3.96,2.84,4.05,3.95,garlic
165986,3.96,2.84,4.05,3.95,garlic
166236,3.96,2.85,4.05,3.95,garlic
166486,3.96,2.84,4.05,3.95,garlic
166736,3.95,2.85,4.05,3.95,garlic
166986,3.96,2.85,4.05,3.95,garlic
167236,3.96,2.85,4.06,3.95,garlic
167486,3.96,2.85,4.05,3.95,garlic
167736,3.95,2.84,4.05,3.95,garlic
167986,3.96,2.85,4.05,3.95,garlic
168236,3.96,2.85,4.05,3.95,garlic
168486,3.96,2.85,4.05,3.95,garlic
168736,3.96,2.85,4.05,3.95,garlic
168986,3.96,2.85,4.05,3.95,garlic
169236,3.96,2.85,4.05,3.95,garlic
169486,3.96,2.85,4.06,3.95,garlic
169736,3.96,2.85,4.05,3.95,garlic
169986,3.96,2.85,4.05,3.95,garlic
170236,3.96,2.85,4.06,3.95,garlic
170486,3.97,2.85,4.05,3.95,garlic
170736,3.97,2.85,4.05,3.95,garlic
170986,3.97,2.85,4.05,3.95,garlic
171236,3.97,2.85,4.06,3.95,garlic
171486,3.97,2.85,4.06,3.95,garlic
171736,3.97,2.85,4.05,3.95,garlic
171986,3.97,2.85,4.06,3.95,garlic
172236,3.97,2.85,4.05,3.95,garlic
172486,3.97,2.85,4.06,3.95,garlic
172736,3.97,2.85,4.06,3.95,garlic
172986,3.97,2.85,4.05,3.95,garlic
173236,3.97,2.85,4.06,3.95,garlic
173486,3.97,2.85,4.06,3.95,garlic
173736,3.97,2.85,4.05,3.95,garlic
173986,3.97,2.85,4.06,3.96,garlic
174236,3.97,2.85,4.06,3.96,garlic
174486,3.98,2.85,4.06,3.96,garlic
174736,3.97,2.85,4.06,3.95,garlic
174986,3.97,2.84,4.06,3.95,garlic
175236,3.97,2.85,4.06,3.95,garlic
175486,3.98,2.85,4.06,3.95,garlic
175736,3.97,2.85,4.06,3.96,garlic
175986,3.97,2.85,4.06,3.95,garlic
176236,3.98,2.85,4.06,3.95,garlic
176486,3.98,2.85,4.06,3.95,garlic
176736,3.98,2.85,4.06,3.95,garlic
176986,3.98,2.85,4.05,3.96,garlic
177236,3.98,2.85,4.06,3.95,garlic
177486,3.97,2.85,4.06,3.95,garlic
177736,3.98,2.85,4.06,3.95,garlic
177986,3.98,2.85,4.06,3.95,garlic
178236,3.98,2.85,4.06,3.96,garlic
178486,3.98,2.85,4.06,3.95,garlic
178736,3.98,2.85,4.06,3.95,garlic
178986,3.98,2.85,4.06,3.96,garlic
179236,3.98,2.85,4.06,3.95,garlic
179486,3.98,2.85,4.06,3.95,garlic
179736,3.98,2.85,4.06,3.96,garlic
179986,3.98,2.85,4.06,3.95,garlic
180236,3.98,2.85,4.06,3.95,garlic
180486,3.99,2.85,4.06,3.95,garlic
180736,3.98,2.85,4.06,3.96,garlic
180986,3.98,2.85,4.06,3.96,garlic
181236,3.99,2.85,4.06,3.95,garlic
181486,3.99,2.85,4.06,3.96,garlic
181736,3.99,2.85,4.06,3.95,garlic
181986,3.99,2.85,4.06,3.96,garlic
182236,3.99,2.85,4.06,3.96,garlic
182486,3.99,2.85,4.06,3.96,garlic
182736,3.98,2.85,4.07,3.96,garlic
182986,3.99,2.85,4.06,3.96,garlic
183236,3.99,2.85,4.07,3.96,garlic
183486,3.99,2.85,4.07,3.96,garlic
183736,3.99,2.85,4.06,3.96,garlic
183986,3.99,2.85,4.06,3.96,garlic
184236,3.99,2.85,4.06,3.96,garlic
184486,3.99,2.85,4.06,3.96,garlic
184736,3.99,2.85,4.06,3.96,garlic
184986,3.99,2.85,4.07,3.96,garlic
185236,3.99,2.85,4.07,3.96,garlic
185486,3.99,2.85,4.06,3.96,garlic
185736,4,2.86,4.06,3.96,garlic
185986,3.99,2.85,4.07,3.96,garlic
186236,4,2.85,4.07,3.96,garlic
186486,3.99,2.85,4.07,3.95,garlic
186736,3.99,2.86,4.06,3.95,garlic
186986,4,2.86,4.07,3.96,garlic
187236,4,2.86,4.06,3.95,garlic
187486,3.99,2.86,4.07,3.96,garlic
187736,4,2.85,4.07,3.96,garlic
187986,3.99,2.85,4.07,3.96,garlic
188236,4,2.85,4.07,3.96,garlic
188486,3.99,2.86,4.07,3.96,garlic
188736,4,2.86,4.06,3.96,garlic
188986,4,2.85,4.07,3.96,garlic
189236,4,2.85,4.06,3.96,garlic
189486,4,2.86,4.07,3.96,garlic
189736,4,2.86,4.07,3.96,garlic
189986,4,2.86,4.07,3.96,garlic
190236,4,2.86,4.07,3.96,garlic
190486,4,2.86,4.07,3.96,garlic
190736,4,2.86,4.07,3.96,garlic
190986,4,2.86,4.07,3.96,garlic
191236,4,2.86,4.07,3.96,garlic
191486,4,2.86,4.07,3.96,garlic
191736,4,2.86,4.07,3.96,garlic
191986,4,2.86,4.07,3.97,garlic
192236,4,2.86,4.07,3.96,garlic
192486,4,2.86,4.06,3.96,garlic
192736,4,2.86,4.07,3.96,garlic
192986,4,2.86,4.07,3.96,garlic
193236,4.01,2.86,4.07,3.96,garlic
193486,4,2.86,4.07,3.96,garlic
193736,4,2.86,4.07,3.96,garlic
193986,4.01,2.86,4.07,3.96,garlic
194236,4,2.86,4.07,3.96,garlic
194486,4,2.86,4.07,3.96,garlic
194736,4.01,2.85,4.07,3.96,garlic
194986,4.01,2.86,4.07,3.96,garlic
195236,4.01,2.86,4.07,3.96,garlic
195486,4.01,2.86,4.07,3.96,garlic
195736,4.01,2.86,4.07,3.96,garlic
195986,4.01,2.86,4.07,3.96,garlic
196236,4.01,2.86,4.07,3.96,garlic
196486,4,2.86,4.07,3.97,garlic
196736,4.01,2.86,4.07,3.97,garlic
196986,4.01,2.86,4.07,3.96,garlic
197236,4.01,2.86,4.07,3.97,garlic
197486,4.01,2.86,4.07,3.97,garlic
197736,4.01,2.86,4.07,3.96,garlic
197986,4.01,2.86,4.07,3.96,garlic
198236,4.01,2.86,4.07,3.96,garlic
198486,4.01,2.86,4.07,3.96,garlic
198736,4.01,2.86,4.07,3.97,garlic
198986,4.01,2.86,4.07,3.96,garlic
199236,4.01,2.86,4.07,3.97,garlic
199486,4.01,2.86,4.07,3.96,garlic
199736,4.01,2.86,4.07,3.96,garlic
199986,4.01,2.86,4.07,3.97,garlic
200236,4.01,2.86,4.07,3.96,garlic
200486,4.01,2.86,4.07,3.96,garlic
200736,4.02,2.86,4.07,3.96,garlic
200986,4.01,2.86,4.07,3.96,garlic
201236,4.01,2.86,4.07,3.97,garlic
201486,4.01,2.86,4.07,3.96,garlic
201736,4.02,2.86,4.07,3.97,garlic
201986,4.02,2.86,4.07,3.96,garlic
202236,4.01,2.86,4.07,3.96,garlic
202486,4.02,2.86,4.07,3.96,garlic
202736,4.02,2.86,4.07,3.96,garlic
202986,4.02,2.86,4.07,3.96,garlic
203236,4.02,2.86,4.08,3.97,garlic
203486,4.01,2.86,4.07,3.97,garlic
203736,4.02,2.86,4.07,3.97,garlic
203986,4.02,2.86,4.07,3.97,garlic
204236,4.02,2.86,4.07,3.97,garlic
204486,4.02,2.86,4.07,3.96,garlic
204736,4.02,2.86,4.07,3.96,garlic
204986,4.02,2.86,4.07,3.97,garlic
205236,4.02,2.86,4.07,3.96,garlic
205486,4.02,2.86,4.07,3.97,garlic
205736,4.02,2.86,4.07,3.97,garlic
205986,4.02,2.86,4.07,3.97,garlic
206236,4.02,2.86,4.08,3.97,garlic
206486,4.02,2.86,4.07,3.97,garlic
206736,4.02,2.86,4.07,3.97,garlic
206986,4.02,2.86,4.08,3.97,garlic
207236,4.02,2.86,4.07,3.97,garlic
207486,4.02,2.86,4.08,3.97,garlic
207736,4.02,2.86,4.07,3.97,garlic
207986,4.02,2.87,4.07,3.97,garlic
208236,4.02,2.86,4.08,3.97,garlic
208486,4.02,2.86,4.08,3.97,garlic
208736,4.02,2.87,4.07,3.97,garlic
208986,4.02,2.86,4.08,3.97,garlic
209236,4.02,2.87,4.07,3.96,garlic
209486,4.02,2.87,4.07,3.97,garlic
209736,4.02,2.87,4.07,3.96,garlic
209986,4.02,2.87,4.07,3.97,garlic
210236,4.02,2.86,4.07,3.97,garlic
210486,4.03,2.86,4.07,3.97,garlic
210736,4.02,2.86,4.08,3.97,garlic
210986,4.03,2.86,4.07,3.97,garlic
211236,4.03,2.87,4.08,3.97,garlic
211486,4.02,2.87,4.08,3.97,garlic
211736,4.03,2.86,4.08,3.97,garlic
211986,4.02,2.87,4.07,3.97,garlic
212236,4.03,2.87,4.08,3.97,garlic
212486,4.03,2.87,4.07,3.97,garlic
212736,4.02,2.87,4.07,3.97,garlic
212986,4.03,2.87,4.07,3.98,garlic
213236,4.03,2.87,4.08,3.97,garlic
213486,4.03,2.86,4.08,3.97,garlic
213736,4.02,2.87,4.08,3.97,garlic
213986,4.03,2.87,4.08,3.97,garlic
214236,4.02,2.86,4.08,3.97,garlic
214486,4.03,2.87,4.08,3.97,garlic
214736,4.03,2.87,4.07,3.97,garlic
214986,4.03,2.87,4.08,3.97,garlic
215236,4.03,2.87,4.08,3.97,garlic
215486,4.03,2.87,4.08,3.97,garlic
215736,4.03,2.87,4.08,3.97,garlic
215986,4.03,2.87,4.08,3.97,garlic
216236,4.03,2.87,4.08,3.97,garlic
216486,4.03,2.87,4.08,3.97,garlic
216736,4.03,2.87,4.08,3.97,garlic
216986,4.03,2.87,4.08,3.97,garlic
217236,4.03,2.87,4.08,3.97,garlic
217486,4.03,2.87,4.08,3.97,garlic
217736,4.03,2.87,4.08,3.97,garlic
217986,4.03,2.87,4.08,3.97,garlic
218236,4.03,2.87,4.08,3.97,garlic
218486,4.03,2.87,4.08,3.97,garlic
218736,4.03,2.87,4.07,3.97,garlic
218986,4.03,2.87,4.08,3.98,garlic
219236,4.03,2.87,4.08,3.97,garlic
219486,4.03,2.87,4.08,3.97,garlic
219736,4.03,2.87,4.08,3.98,garlic
219986,4.03,2.87,4.08,3.98,garlic
220236,4.03,2.87,4.08,3.97,garlic
220486,4.03,2.87,4.08,3.97,garlic
220736,4.03,2.87,4.08,3.98,garlic
220986,4.03,2.87,4.08,3.97,garlic
221236,4.04,2.87,4.08,3.97,garlic
221486,4.03,2.87,4.08,3.98,garlic
221736,4.04,2.87,4.08,3.98,garlic
221986,4.03,2.87,4.08,3.97,garlic
222236,4.03,2.87,4.08,3.98,garlic
222486,4.04,2.87,4.08,3.98,garlic
222736,4.04,2.88,4.08,3.97,garlic
222986,4.04,2.87,4.08,3.97,garlic
223236,4.04,2.87,4.08,3.98,garlic
223486,4.04,2.87,4.08,3.98,garlic
223736,4.04,2.87,4.08,3.97,garlic
223986,4.03,2.87,4.08,3.97,garlic
224236,4.04,2.87,4.08,3.98,garlic
224486,4.04,2.87,4.08,3.98,garlic
224736,4.04,2.87,4.08,3.98,garlic
224986,4.04,2.87,4.08,3.97,garlic
225236,4.04,2.87,4.08,3.98,garlic
225486,4.04,2.87,4.08,3.97,garlic
225736,4.04,2.87,4.08,3.98,garlic
225986,4.04,2.87,4.08,3.98,garlic
226236,4.04,2.87,4.09,3.97,garlic
226486,4.04,2.87,4.08,3.97,garlic
226736,4.04,2.88,4.08,3.98,garlic
226986,4.04,2.87,4.08,3.98,garlic
227236,4.04,2.88,4.09,3.98,garlic
227486,4.04,2.88,4.08,3.98,garlic
227736,4.04,2.88,4.08,3.98,garlic
227986,4.05,2.87,4.08,3.98,garlic
228236,4.04,2.87,4.08,3.98,garlic
228486,4.04,2.87,4.08,3.98,garlic
228736,4.04,2.87,4.08,3.98,garlic
228986,4.04,2.88,4.08,3.98,garlic
229236,4.04,2.87,4.08,3.97,garlic
229486,4.04,2.88,4.08,3.98,garlic
229736,4.04,2.88,4.08,3.97,garlic
229986,4.04,2.88,4.08,3.98,garlic
230236,4.04,2.87,4.08,3.98,garlic
230486,4.04,2.88,4.09,3.98,garlic
230736,4.05,2.88,4.09,3.98,garlic
230986,4.05,2.88,4.09,3.97,garlic
231236,4.04,2.88,4.08,3.98,garlic
231486,4.04,2.88,4.08,3.98,garlic
231736,4.05,2.88,4.09,3.98,garlic
231986,4.04,2.88,4.09,3.98,garlic
232236,4.05,2.88,4.09,3.98,garlic
232486,4.04,2.88,4.08,3.98,garlic
232736,4.05,2.88,4.09,3.98,garlic
232986,4.05,2.88,4.08,3.98,garlic
233236,4.04,2.88,4.08,3.98,garlic
233486,4.05,2.88,4.08,3.98,garlic
233736,4.05,2.88,4.09,3.98,garlic
233986,4.05,2.88,4.08,3.98,garlic
234236,4.05,2.88,4.08,3.98,garlic
234486,4.05,2.88,4.08,3.98,garlic
234736,4.05,2.88,4.08,3.98,garlic
234986,4.05,2.88,4.09,3.98,garlic
235236,4.05,2.88,4.09,3.98,garlic
235486,4.05,2.88,4.09,3.98,garlic
235736,4.05,2.88,4.09,3.98,garlic
235986,4.05,2.88,4.08,3.98,garlic
236236,4.05,2.88,4.08,3.98,garlic
236486,4.05,2.88,4.08,3.98,garlic
236736,4.05,2.88,4.08,3.97,garlic
236986,4.05,2.88,4.08,3.98,garlic
237236,4.05,2.88,4.09,3.98,garlic
237486,4.05,2.88,4.08,3.97,garlic
237736,4.05,2.88,4.09,3.98,garlic
237986,4.05,2.88,4.09,3.98,garlic
238236,4.05,2.88,4.08,3.98,garlic
238486,4.05,2.88,4.09,3.98,garlic
238736,4.05,2.88,4.09,3.98,garlic
238986,4.05,2.88,4.09,3.98,garlic
239236,4.05,2.88,4.08,3.98,garlic
239486,4.05,2.88,4.09,3.98,garlic
239736,4.05,2.88,4.09,3.98,garlic
239986,4.05,2.88,4.09,3.98,garlic
240236,4.05,2.88,4.09,3.98,garlic
240486,4.05,2.88,4.09,3.98,garlic
240736,4.05,2.88,4.08,3.98,garlic
240986,4.06,2.88,4.08,3.98,garlic
241236,4.05,2.88,4.08,3.98,garlic
241486,4.05,2.89,4.09,3.98,garlic
241736,4.06,2.89,4.09,3.98,garlic
241986,4.05,2.88,4.09,3.98,garlic
242236,4.06,2.88,4.09,3.98,garlic
242486,4.05,2.88,4.09,3.98,garlic
242736,4.06,2.88,4.09,3.98,garlic
242986,4.06,2.88,4.09,3.98,garlic
243236,4.05,2.89,4.09,3.98,garlic
243486,4.06,2.89,4.09,3.98,garlic
243736,4.06,2.88,4.09,3.98,garlic
243986,4.05,2.89,4.09,3.98,garlic
244236,4.05,2.88,4.09,3.99,garlic
244486,4.05,2.88,4.09,3.98,garlic
244736,4.05,2.88,4.09,3.99,garlic
244986,4.06,2.89,4.09,3.99,garlic
245236,4.06,2.89,4.09,3.98,garlic
245486,4.05,2.88,4.09,3.98,garlic
245736,4.06,2.89,4.09,3.98,garlic
245986,4.06,2.88,4.09,3.98,garlic
246236,4.06,2.88,4.09,3.98,garlic
246486,4.05,2.89,4.09,3.98,garlic
246736,4.06,2.89,4.09,3.98,garlic
246986,4.06,2.89,4.09,3.98,garlic
247236,4.06,2.89,4.09,3.98,garlic
247486,4.06,2.89,4.09,3.99,garlic
247736,4.06,2.89,4.09,3.99,garlic
247986,4.06,2.89,4.09,3.98,garlic
248236,4.06,2.89,4.09,3.98,garlic
248486,4.06,2.89,4.09,3.99,garlic
248736,4.06,2.89,4.09,3.98,garlic
248986,4.06,2.89,4.09,3.99,garlic
249236,4.06,2.89,4.09,3.98,garlic
249486,4.06,2.89,4.09,3.98,garlic
249736,4.06,2.89,4.09,3.98,garlic
249986,4.06,2.89,4.09,3.99,garlic
250236,4.06,2.89,4.09,3.98,garlic
250486,4.06,2.89,4.09,3.98,garlic
250736,4.06,2.89,4.09,3.99,garlic
250986,4.06,2.89,4.09,3.98,garlic
251236,4.06,2.89,4.09,3.98,garlic
251486,4.06,2.89,4.09,3.99,garlic
251736,4.06,2.89,4.09,3.99,garlic
251986,4.06,2.89,4.09,3.98,garlic
252236,4.06,2.89,4.09,3.99,garlic
252486,4.06,2.89,4.09,3.98,garlic
252736,4.06,2.89,4.09,3.98,garlic
252986,4.06,2.89,4.09,3.99,garlic
253236,4.06,2.89,4.09,3.98,garlic
253486,4.06,2.89,4.09,3.99,garlic
253736,4.06,2.89,4.09,3.99,garlic
253986,4.06,2.89,4.09,3.98,garlic
254236,4.06,2.89,4.09,3.99,garlic
254486,4.06,2.89,4.09,3.98,garlic
254736,4.06,2.89,4.09,3.99,garlic
254986,4.07,2.89,4.09,3.99,garlic
255236,4.06,2.89,4.09,3.98,garlic
255486,4.06,2.89,4.09,3.99,garlic
255736,4.07,2.89,4.09,3.99,garlic
255986,4.06,2.89,4.09,3.99,garlic
256236,4.06,2.89,4.09,3.98,garlic
256486,4.07,2.89,4.09,3.99,garlic
256736,4.07,2.89,4.09,3.99,garlic
256986,4.07,2.89,4.09,3.98,garlic
257236,4.07,2.89,4.09,3.99,garlic
257486,4.06,2.89,4.09,3.98,garlic
257736,4.07,2.89,4.09,3.99,garlic
257986,4.06,2.89,4.1,3.99,garlic
258236,4.07,2.89,4.09,3.99,garlic
258486,4.07,2.89,4.09,3.99,garlic
258736,4.07,2.89,4.09,3.99,garlic
258986,4.07,2.9,4.09,3.99,garlic
259236,4.07,2.89,4.1,3.99,garlic
259486,4.06,2.89,4.09,3.99,garlic
259736,4.07,2.9,4.09,3.99,garlic
259986,4.07,2.89,4.09,3.98,garlic
260236,4.07,2.89,4.09,3.99,garlic
260486,4.07,2.9,4.09,3.99,garlic
260736,4.07,2.89,4.09,3.99,garlic
260986,4.07,2.9,4.09,3.99,garlic
261236,4.07,2.89,4.09,3.99,garlic
261486,4.07,2.9,4.09,3.99,garlic
261736,4.07,2.9,4.09,3.99,garlic
261986,4.07,2.89,4.1,3.99,garlic
262236,4.07,2.89,4.09,3.99,garlic
262486,4.07,2.89,4.09,3.99,garlic
262736,4.07,2.9,4.09,3.99,garlic
262986,4.07,2.9,4.09,3.99,garlic
263236,4.07,2.9,4.09,3.99,garlic
263486,4.07,2.9,4.09,3.99,garlic
263736,4.07,2.9,4.09,3.99,garlic
263986,4.07,2.9,4.09,3.99,garlic
264236,4.07,2.9,4.09,3.99,garlic
264486,4.07,2.9,4.09,3.99,garlic
264736,4.07,2.9,4.09,3.99,garlic
264986,4.07,2.9,4.09,3.99,garlic
265236,4.07,2.9,4.09,3.99,garlic
265486,4.07,2.9,4.1,3.99,garlic
265736,4.07,2.9,4.09,3.99,garlic
265986,4.06,2.9,4.09,3.99,garlic
266236,4.07,2.9,4.09,3.99,garlic
266486,4.08,2.9,4.09,3.99,garlic
266736,4.07,2.9,4.1,3.99,garlic
266986,4.07,2.9,4.09,3.99,garlic
267236,4.07,2.9,4.09,3.99,garlic
267486,4.07,2.9,4.09,3.99,garlic
267736,4.07,2.9,4.09,3.99,garlic
267986,4.07,2.9,4.09,3.99,garlic
268236,4.07,2.9,4.09,3.99,garlic
268486,4.07,2.9,4.09,3.99,garlic
268736,4.07,2.9,4.09,3.99,garlic
268986,4.08,2.9,4.1,3.99,garlic
269236,4.07,2.9,4.09,3.99,garlic
269486,4.07,2.9,4.09,3.99,garlic
269736,4.07,2.9,4.1,3.99,garlic
269986,4.07,2.9,4.1,3.99,garlic
270236,4.07,2.9,4.09,3.99,garlic
270486,4.07,2.9,4.09,3.99,garlic
270736,4.07,2.9,4.09,3.99,garlic
270986,4.07,2.9,4.09,3.99,garlic
271236,4.08,2.9,4.09,3.99,garlic
271486,4.07,2.9,4.09,3.99,garlic
271736,4.07,2.9,4.1,3.99,garlic
271986,4.07,2.9,4.09,3.99,garlic
272236,4.07,2.9,4.09,4,garlic
272486,4.07,2.9,4.09,3.99,garlic
272736,4.07,2.9,4.09,3.99,garlic
272986,4.08,2.9,4.09,3.99,garlic
273236,4.07,2.9,4.09,3.99,garlic
273486,4.07,2.9,4.09,3.99,garlic
273736,4.08,2.9,4.09,3.99,garlic
273986,4.08,2.9,4.09,3.99,garlic
274236,4.07,2.9,4.1,3.99,garlic
274486,4.07,2.9,4.09,3.99,garlic
274736,4.07,2.9,4.1,3.99,garlic
274986,4.08,2.9,4.09,3.99,garlic
275236,4.08,2.9,4.09,3.99,garlic
275486,4.08,2.9,4.09,3.99,garlic
275736,4.08,2.9,4.1,3.99,garlic
275986,4.07,2.9,4.1,3.99,garlic
276236,4.08,2.9,4.1,3.99,garlic
276486,4.08,2.9,4.09,4,garlic
276736,4.08,2.9,4.1,3.99,garlic
276986,4.08,2.9,4.09,3.99,garlic
277236,4.08,2.9,4.1,3.99,garlic
277486,4.08,2.9,4.1,3.99,garlic
277736,4.08,2.9,4.09,4,garlic
277986,4.08,2.9,4.1,3.99,garlic
278236,4.08,2.91,4.09,3.99,garlic
278486,4.08,2.9,4.1,3.99,garlic
278736,4.08,2.9,4.09,3.99,garlic
278986,4.07,2.9,4.1,4,garlic
279236,4.08,2.9,4.1,4,garlic
279486,4.08,2.91,4.1,4,garlic
279736,4.08,2.91,4.1,3.99,garlic
279986,4.08,2.91,4.1,3.99,garlic
280236,4.08,2.91,4.1,3.99,garlic
280486,4.08,2.9,4.1,3.99,garlic
280736,4.08,2.91,4.1,3.99,garlic
280986,4.08,2.9,4.1,4,garlic
281236,4.08,2.9,4.09,4,garlic
281486,4.08,2.91,4.09,3.99,garlic
281736,4.08,2.91,4.1,4,garlic
281986,4.08,2.91,4.1,4,garlic
282236,4.08,2.91,4.1,4,garlic
282486,4.09,2.91,4.1,3.99,garlic
282736,4.08,2.91,4.1,4,garlic
282986,4.08,2.91,4.09,4,garlic
283236,4.08,2.91,4.09,3.99,garlic
283486,4.08,2.91,4.09,4,garlic
283736,4.08,2.91,4.1,3.99,garlic
283986,4.08,2.91,4.1,4,garlic
284236,4.08,2.91,4.09,4,garlic
284486,4.08,2.91,4.1,4,garlic
284736,4.08,2.91,4.1,4,garlic
284986,4.08,2.91,4.1,4,garlic
285236,4.08,2.91,4.1,4,garlic
285486,4.08,2.91,4.1,4,garlic
285736,4.08,2.91,4.1,4,garlic
285986,4.08,2.91,4.1,4,garlic
286236,4.08,2.91,4.09,4,garlic
286486,4.08,2.91,4.1,4,garlic
286736,4.08,2.91,4.1,4,garlic
286986,4.09,2.91,4.1,4,garlic
287236,4.08,2.91,4.1,4,garlic
287486,4.09,2.91,4.1,4,garlic
287736,4.08,2.91,4.1,4,garlic
287986,4.09,2.91,4.1,3.99,garlic
288236,4.08,2.91,4.1,4,garlic
288486,4.09,2.91,4.1,4,garlic
288736,4.08,2.91,4.09,4,garlic
288986,4.08,2.91,4.1,4,garlic
289236,4.08,2.91,4.1,4,garlic
289486,4.09,2.91,4.1,4,garlic
289736,4.09,2.91,4.1,4,garlic
289986,4.08,2.9,4.1,4,garlic
290236,4.09,2.91,4.1,4,garlic
290486,4.09,2.91,4.1,4,garlic
290736,4.09,2.91,4.1,4,garlic
290986,4.08,2.91,4.1,4,garlic
291236,4.09,2.91,4.1,4,garlic
291486,4.09,2.91,4.09,4,garlic
291736,4.08,2.91,4.1,4,garlic
291986,4.08,2.91,4.1,4,garlic
292236,4.09,2.91,4.1,4,garlic
292486,4.08,2.91,4.1,4,garlic
292736,4.09,2.91,4.1,4,garlic
292986,4.08,2.91,4.1,4,garlic
293236,4.08,2.91,4.1,4,garlic
293486,4.09,2.91,4.1,4,garlic
293736,4.08,2.91,4.1,4,garlic
293986,4.09,2.91,4.1,4,garlic
294236,4.09,2.91,4.1,4,garlic
294486,4.09,2.91,4.1,4,garlic
294736,4.09,2.91,4.1,4,garlic
294986,4.09,2.91,4.1,4,garlic
295236,4.08,2.91,4.1,4,garlic
295486,4.09,2.91,4.1,4,garlic
295736,4.09,2.91,4.1,4,garlic
295986,4.09,2.91,4.1,4,garlic
296236,4.09,2.91,4.1,4,garlic
296486,4.09,2.91,4.1,4,garlic
296736,4.09,2.91,4.1,4,garlic
296986,4.09,2.91,4.1,4,garlic
297236,4.09,2.91,4.1,4.01,garlic
297486,4.09,2.92,4.1,4,garlic
297736,4.09,2.91,4.1,4,garlic
297986,4.09,2.91,4.1,4,garlic
298236,4.09,2.91,4.1,4,garlic
298486,4.09,2.91,4.1,4,garlic
298736,4.09,2.91,4.1,4.01,garlic
298986,4.09,2.91,4.1,4,garlic
299236,4.09,2.91,4.1,4,garlic
299486,4.09,2.91,4.1,4,garlic
299736,4.09,2.91,4.1,4.01,garlic
299986,4.09,2.92,4.1,4,garlic
300236,4.09,2.91,4.1,4,garlic
300486,4.09,2.92,4.1,4,garlic
300736,4.09,2.91,4.1,4,garlic
300986,4.09,2.91,4.1,4,garlic
301236,4.09,2.92,4.1,4.01,garlic
301486,4.09,2.91,4.1,4,garlic
301736,4.09,2.92,4.1,4,garlic
301986,4.09,2.92,4.1,4.01,garlic
302236,4.09,2.92,4.1,4,garlic
302486,4.09,2.91,4.1,4,garlic
302736,4.09,2.92,4.1,4,garlic
302986,4.09,2.91,4.1,4,garlic
303236,4.09,2.91,4.1,4,garlic
303486,4.09,2.92,4.1,4.01,garlic
303736,4.09,2.91,4.1,4,garlic
303986,4.09,2.92,4.1,4.01,garlic
304236,4.09,2.92,4.1,4,garlic
304486,4.09,2.92,4.1,4.01,garlic
304736,4.09,2.92,4.1,4.01,garlic
304986,4.09,2.91,4.1,4,garlic
305236,4.09,2.92,4.1,4.01,garlic
305486,4.1,2.92,4.1,4,garlic
305736,4.09,2.92,4.1,4.01,garlic
305986,4.09,2.91,4.1,4,garlic
306236,4.09,2.92,4.1,4,garlic
306486,4.09,2.92,4.1,4.01,garlic
306736,4.1,2.92,4.1,4.01,garlic
306986,4.09,2.92,4.1,4.01,garlic
307236,4.09,2.92,4.1,4,garlic
307486,4.1,2.92,4.1,4.01,garlic
307736,4.1,2.92,4.1,4.01,garlic
307986,4.09,2.92,4.1,4,garlic
308236,4.1,2.92,4.1,4.01,garlic
308486,4.09,2.92,4.1,4.01,garlic
308736,4.09,2.92,4.1,4.01,garlic
308986,4.09,2.92,4.1,4.01,garlic
